car_owner;propert_owner;children;type_income;education;marital_status;housing_type;employed_days;mobile_phone;work_phone;phone;email_id;family_members;target
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-4888;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-14887;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-3319;1;0;0;0;1;0
N;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-1966;1;0;1;0;3;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-200;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-6123;1;0;0;0;4;0
Y;Y;1;Working;Secondary / secondary special;Married;With parents;-117;1;0;0;0;3;0
Y;Y;1;Working;Higher education;Married;Office apartment;-2625;1;0;0;0;3;0
N;Y;0;Working;Higher education;Married;House / apartment;-1763;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3689;1;0;0;0;3;0
N;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-3414;1;0;0;0;3;0
N;Y;1;Commercial associate;Higher education;Married;House / apartment;-2910;1;1;0;1;3;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;With parents;-3412;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1107;1;0;0;0;1;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Single / not married;House / apartment;-8036;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-3608;1;0;0;0;2;0
Y;Y;2;Working;Incomplete higher;Married;House / apartment;-101;1;1;1;0;4;0
Y;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-3231;1;1;0;0;2;0
Y;N;1;Working;Higher education;Married;Rented apartment;-203;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;State servant;Secondary / secondary special;Married;House / apartment;-1682;1;0;1;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-1589;1;0;1;0;3;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3577;1;1;0;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-735;1;1;0;0;3;0
N;Y;0;State servant;Secondary / secondary special;Separated;Co-op apartment;-8737;1;1;1;0;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1617;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;Y;1;Working;Higher education;Married;House / apartment;-1591;1;1;1;0;3;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-979;1;0;0;0;2;0
Y;Y;2;Working;Higher education;Single / not married;House / apartment;-422;1;0;1;1;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-655;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Separated;House / apartment;-3653;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1261;1;0;0;0;2;0
N;Y;1;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-7346;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
Y;N;1;Working;Higher education;Married;House / apartment;-5545;1;1;0;0;3;0
Y;Y;0;Commercial associate;Higher education;Civil marriage;House / apartment;-3810;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-1190;1;0;1;0;3;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3246;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-7676;1;0;1;0;1;0
N;N;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-1353;1;1;0;0;4;0
N;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-3715;1;0;0;1;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-1113;1;0;1;0;3;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-508;1;0;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-992;1;0;0;0;2;0
N;Y;2;Working;Higher education;Married;House / apartment;-2289;1;0;0;1;4;0
N;Y;0;Working;Higher education;Separated;House / apartment;-12621;1;0;1;0;1;0
Y;N;1;State servant;Secondary / secondary special;Married;House / apartment;-3643;1;0;0;1;3;0
N;N;0;Working;Secondary / secondary special;Married;With parents;-869;1;0;0;0;2;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-2174;1;0;0;0;4;0
N;N;1;Working;Secondary / secondary special;Single / not married;Municipal apartment;-5336;1;0;0;0;2;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3535;1;0;0;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-4407;1;0;0;0;3;0
N;Y;0;Working;Incomplete higher;Married;House / apartment;-453;1;1;1;0;2;0
Y;N;0;Working;Incomplete higher;Married;With parents;-960;1;1;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-4711;1;0;0;0;1;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-1965;1;0;0;0;3;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2543;1;0;1;0;3;0
Y;Y;1;Working;Higher education;Married;House / apartment;-1393;1;1;1;0;3;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-460;1;0;0;0;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2234;1;1;1;0;2;0
Y;N;2;Working;Higher education;Married;House / apartment;-1631;1;0;0;0;4;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-1619;1;0;0;0;2;0
Y;Y;1;Working;Higher education;Separated;House / apartment;-5981;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-3153;1;1;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-2682;1;0;0;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-3443;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-2330;1;0;0;0;2;0
N;Y;0;Working;Incomplete higher;Married;House / apartment;-413;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;0;0;1;0
Y;Y;1;Commercial associate;Incomplete higher;Civil marriage;House / apartment;-6645;1;0;0;0;3;0
N;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-505;1;0;0;1;4;0
N;N;0;Working;Higher education;Civil marriage;With parents;-201;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-3273;1;0;0;0;2;0
Y;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;N;1;Working;Secondary / secondary special;Married;With parents;-1462;1;0;0;0;3;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2609;1;0;0;0;2;0
Y;N;0;State servant;Secondary / secondary special;Married;House / apartment;-521;1;1;1;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1321;1;0;0;0;2;0
Y;N;1;State servant;Higher education;Married;House / apartment;-2467;1;0;0;0;3;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-716;1;0;0;0;4;0
Y;Y;0;Working;Incomplete higher;Married;House / apartment;-1632;1;1;1;0;2;0
N;N;2;Working;Higher education;Married;House / apartment;-614;1;0;0;0;4;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1904;1;1;0;0;1;0
N;N;0;State servant;Secondary / secondary special;Widow;House / apartment;-351;1;1;1;0;1;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-7310;1;1;1;0;1;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-7260;1;1;1;0;3;0
Y;Y;2;Commercial associate;Higher education;Married;With parents;-626;1;0;0;0;4;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-6853;1;0;0;0;2;0
Y;Y;3;Working;Secondary / secondary special;Married;House / apartment;-458;1;1;0;0;5;0
Y;Y;1;State servant;Higher education;Married;House / apartment;-1628;1;0;0;0;3;0
Y;Y;2;State servant;Secondary / secondary special;Married;House / apartment;-6094;1;1;0;0;4;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-734;1;1;1;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-657;1;1;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2700;1;0;1;0;2;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-880;1;0;0;0;3;0
N;N;0;Working;Higher education;Single / not married;With parents;-157;1;1;1;0;1;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-135;1;0;0;0;3;0
Y;Y;0;Working;Higher education;Widow;House / apartment;-1497;1;0;0;0;1;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1266;1;1;1;0;2;0
N;Y;0;State servant;Higher education;Single / not married;Municipal apartment;-1935;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-515;1;0;1;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1023;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2129;1;1;1;0;2;0
N;Y;0;Working;Incomplete higher;Single / not married;House / apartment;-575;1;0;0;0;1;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;0;0;1;0
N;N;0;Commercial associate;Secondary / secondary special;Separated;House / apartment;-3262;1;1;1;1;1;0
N;N;0;Commercial associate;Incomplete higher;Married;With parents;-430;1;1;0;1;2;0
N;Y;3;Commercial associate;Incomplete higher;Married;House / apartment;-2207;1;0;0;1;5;0
Y;Y;0;Working;Lower secondary;Married;With parents;-1866;1;0;0;1;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-4568;1;1;1;0;2;0
N;N;0;Commercial associate;Higher education;Married;House / apartment;-309;1;1;1;1;2;0
N;Y;0;Working;Higher education;Married;House / apartment;-578;1;0;0;1;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-6908;1;0;0;0;2;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-1931;1;0;1;0;3;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-8033;1;0;1;0;3;0
N;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-2257;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;N;3;Working;Secondary / secondary special;Married;House / apartment;-3776;1;1;1;0;5;0
Y;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-140;1;0;1;0;3;0
N;Y;0;Working;Incomplete higher;Married;House / apartment;-4583;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-4404;1;1;1;0;3;0
Y;N;2;Working;Higher education;Married;House / apartment;-727;1;0;0;0;4;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-3805;1;0;0;0;3;0
Y;Y;0;Working;Higher education;Married;House / apartment;-2316;1;0;0;1;2;0
N;Y;1;Working;Higher education;Married;House / apartment;-1455;1;0;0;0;3;0
N;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-5422;1;1;1;0;3;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-581;1;0;0;0;1;0
Y;N;0;Working;Incomplete higher;Married;House / apartment;-893;1;1;1;1;2;0
N;Y;2;Working;Incomplete higher;Married;House / apartment;-1860;1;0;0;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Single / not married;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Commercial associate;Higher education;Separated;House / apartment;-6317;1;0;1;0;1;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1000;1;0;1;0;2;0
Y;Y;1;Working;Higher education;Separated;House / apartment;-140;1;0;1;1;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Civil marriage;House / apartment;365243;1;0;0;0;2;0
N;Y;1;Working;Higher education;Separated;House / apartment;-4766;1;1;1;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-2259;1;0;0;1;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1344;1;0;0;1;2;0
N;N;0;Commercial associate;Higher education;Married;With parents;-4690;1;1;1;0;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-8290;1;1;0;0;1;0
Y;N;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-2052;1;0;1;0;2;0
N;N;2;Working;Secondary / secondary special;Married;House / apartment;-5004;1;0;0;0;4;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-923;1;0;0;0;1;0
N;N;0;Working;Secondary / secondary special;Single / not married;Municipal apartment;-1193;1;0;0;1;1;0
N;Y;0;Commercial associate;Higher education;Married;House / apartment;-793;1;0;0;1;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Married;With parents;-5453;1;1;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;Y;1;State servant;Higher education;Civil marriage;House / apartment;-88;1;0;0;0;3;0
N;Y;0;Commercial associate;Secondary / secondary special;Widow;House / apartment;-5495;1;0;0;0;1;0
Y;Y;0;Working;Higher education;Single / not married;House / apartment;-593;1;0;1;1;1;0
N;Y;0;Working;Higher education;Married;House / apartment;-4816;1;0;0;0;2;0
N;Y;0;Pensioner;Higher education;Single / not married;Municipal apartment;365243;1;0;0;1;1;0
N;Y;0;Working;Higher education;Married;House / apartment;-1586;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Separated;House / apartment;-2104;1;1;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1032;1;0;0;0;1;0
N;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-9698;1;0;0;1;2;0
N;Y;1;Working;Higher education;Single / not married;House / apartment;-1131;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-1175;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-8375;1;0;0;1;2;0
Y;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-2199;1;0;0;0;2;0
N;N;1;Commercial associate;Secondary / secondary special;Married;With parents;-1912;1;0;0;0;3;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-926;1;0;0;0;4;0
Y;Y;1;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-2499;1;0;0;0;3;0
Y;N;0;Working;Higher education;Married;House / apartment;-2654;1;1;1;0;2;0
N;Y;2;Commercial associate;Secondary / secondary special;Married;House / apartment;-1174;1;1;0;0;4;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-230;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-962;1;0;0;1;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2276;1;0;0;0;3;0
N;Y;2;Commercial associate;Higher education;Married;House / apartment;-2197;1;0;0;1;4;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2468;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-11448;1;0;1;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-932;1;1;1;0;2;0
Y;N;0;Commercial associate;Higher education;Married;House / apartment;-2956;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-1345;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-619;1;0;0;0;2;0
Y;N;2;Working;Secondary / secondary special;Married;House / apartment;-3787;1;0;0;0;4;0
Y;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-1253;1;0;0;1;3;0
Y;N;0;State servant;Secondary / secondary special;Married;House / apartment;-3242;1;1;0;0;2;0
N;N;0;State servant;Secondary / secondary special;Married;With parents;-196;1;0;1;0;2;0
N;N;0;Commercial associate;Secondary / secondary special;Single / not married;Municipal apartment;-298;1;0;1;0;1;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-1748;1;0;0;0;3;0
Y;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-124;1;0;0;0;3;0
N;N;1;Working;Secondary / secondary special;Separated;House / apartment;-4082;1;0;1;0;2;0
N;Y;0;State servant;Higher education;Married;House / apartment;-1431;1;0;0;1;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Civil marriage;With parents;-5330;1;0;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-1266;1;0;1;0;2;0
N;Y;1;Working;Secondary / secondary special;Separated;With parents;-1017;1;0;1;1;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-1128;1;0;0;0;2;0
N;N;2;Working;Higher education;Civil marriage;House / apartment;-3088;1;1;0;0;4;0
N;N;0;Working;Secondary / secondary special;Single / not married;House / apartment;-1466;1;1;0;0;1;0
Y;Y;14;Working;Secondary / secondary special;Separated;House / apartment;-1689;1;0;0;0;15;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3003;1;0;0;1;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-4039;1;0;0;0;2;0
Y;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-588;1;0;0;1;1;0
Y;N;0;Working;Higher education;Married;Municipal apartment;-282;1;0;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-4491;1;0;0;0;2;0
Y;Y;0;Working;Higher education;Married;House / apartment;-1155;1;0;0;0;2;0
Y;Y;2;State servant;Secondary / secondary special;Married;House / apartment;-1220;1;0;0;0;4;0
N;N;0;Pensioner;Higher education;Single / not married;Municipal apartment;365243;1;0;0;0;1;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-657;1;0;0;0;2;0
N;Y;0;State servant;Higher education;Married;House / apartment;-1203;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Separated;House / apartment;-712;1;0;1;0;1;0
Y;Y;1;Working;Secondary / secondary special;Single / not married;House / apartment;-2844;1;0;0;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-4031;1;1;0;0;2;0
Y;Y;1;Commercial associate;Higher education;Married;House / apartment;-3322;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-2878;1;0;0;0;2;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;2;Working;Higher education;Married;House / apartment;-6693;1;1;1;0;4;0
N;N;1;Commercial associate;Incomplete higher;Married;With parents;-2760;1;0;0;0;3;0
N;N;1;Commercial associate;Higher education;Married;House / apartment;-2532;1;1;1;0;3;0
Y;Y;0;Commercial associate;Secondary / secondary special;Married;With parents;-1646;1;0;0;0;2;0
Y;N;0;Working;Secondary / secondary special;Married;House / apartment;-11542;1;0;0;0;2;0
Y;N;1;Working;Higher education;Single / not married;With parents;-5408;1;0;0;0;2;0
Y;Y;1;Commercial associate;Secondary / secondary special;Separated;House / apartment;-1374;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3092;1;1;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Civil marriage;House / apartment;-351;1;0;0;0;2;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;0;Commercial associate;Secondary / secondary special;Married;Municipal apartment;-2993;1;1;0;0;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-2379;1;0;0;0;4;0
N;N;0;Working;Secondary / secondary special;Married;Municipal apartment;-1281;1;0;0;0;2;0
Y;Y;0;Working;Secondary / secondary special;Married;House / apartment;-7804;1;1;0;0;2;0
Y;N;2;Working;Higher education;Married;House / apartment;-3002;1;0;1;0;4;0
Y;N;0;Commercial associate;Higher education;Married;House / apartment;-825;1;1;1;1;2;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2128;1;0;0;0;3;0
Y;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-2057;1;0;0;0;1;0
N;N;0;State servant;Incomplete higher;Single / not married;House / apartment;-1611;1;1;0;0;1;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-652;1;0;0;0;3;0
Y;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-2537;1;0;1;0;1;0
Y;Y;2;Working;Higher education;Married;House / apartment;-992;1;0;0;0;4;0
Y;N;0;State servant;Secondary / secondary special;Married;House / apartment;-2331;1;0;0;0;2;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
Y;N;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;Y;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-4710;1;1;1;0;3;0
N;N;1;Working;Secondary / secondary special;Married;House / apartment;-1191;1;0;0;0;3;0
Y;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;1;State servant;Secondary / secondary special;Married;House / apartment;-1162;1;0;0;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-3900;1;0;0;0;3;0
N;Y;0;Pensioner;Lower secondary;Married;House / apartment;365243;1;0;0;0;2;0
Y;N;1;Working;Higher education;Married;House / apartment;-219;1;0;0;0;3;0
N;Y;0;Working;Incomplete higher;Married;House / apartment;-223;1;0;0;1;2;0
N;N;1;Working;Secondary / secondary special;Civil marriage;House / apartment;-900;1;1;0;0;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3034;1;0;0;0;2;0
Y;Y;1;Working;Higher education;Married;House / apartment;-3329;1;0;1;0;3;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-235;1;0;1;0;3;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-3503;1;0;0;0;2;0
N;Y;2;Commercial associate;Higher education;Married;House / apartment;-1324;1;0;0;0;4;0
N;Y;2;State servant;Higher education;Married;House / apartment;-3112;1;0;0;1;4;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-2959;1;0;0;0;2;0
N;Y;0;State servant;Secondary / secondary special;Married;House / apartment;-234;1;0;0;0;2;0
N;N;1;Commercial associate;Secondary / secondary special;Married;House / apartment;-719;1;0;0;0;3;0
N;Y;0;Pensioner;Higher education;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Married;House / apartment;-217;1;1;1;0;2;0
N;Y;1;Commercial associate;Incomplete higher;Married;House / apartment;-2616;1;1;1;0;3;0
N;Y;0;Commercial associate;Secondary / secondary special;Civil marriage;House / apartment;-4410;1;0;0;1;2;0
N;Y;2;Working;Secondary / secondary special;Married;House / apartment;-1587;1;1;1;0;4;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;2;0
N;N;0;Working;Secondary / secondary special;Single / not married;With parents;-1537;1;0;0;0;1;0
Y;Y;0;Commercial associate;Secondary / secondary special;Single / not married;House / apartment;-1430;1;0;1;0;1;0
N;Y;0;Commercial associate;Higher education;Single / not married;House / apartment;-1928;1;0;1;0;1;0
Y;Y;1;Working;Incomplete higher;Civil marriage;House / apartment;-2753;1;0;0;0;3;0
N;N;0;Pensioner;Secondary / secondary special;Widow;House / apartment;365243;1;0;1;0;1;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-867;1;0;1;0;3;0
N;Y;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-2134;1;0;0;0;1;0
Y;N;2;Commercial associate;Higher education;Married;House / apartment;-460;1;0;0;0;4;0
N;Y;3;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;0;0;5;0
Y;N;0;Pensioner;Secondary / secondary special;Married;House / apartment;365243;1;0;1;1;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-3232;1;0;0;0;2;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-95;1;0;0;0;1;0
N;Y;1;Working;Higher education;Married;House / apartment;-3690;1;0;0;0;3;0
N;N;0;Working;Secondary / secondary special;Married;House / apartment;-9870;1;1;1;0;2;0
N;Y;0;Commercial associate;Secondary / secondary special;Married;House / apartment;-4979;1;0;0;0;2;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-3396;1;0;0;0;4;0
N;Y;0;Working;Secondary / secondary special;Single / not married;House / apartment;-461;1;0;0;0;1;0
Y;N;0;State servant;Incomplete higher;Single / not married;House / apartment;-5206;1;1;0;0;1;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-3173;1;0;0;0;4;0
N;Y;1;Working;Secondary / secondary special;Married;House / apartment;-732;1;0;0;1;3;0
Y;Y;2;Working;Secondary / secondary special;Married;House / apartment;-2531;1;1;0;0;4;0
N;N;0;Commercial associate;Higher education;Separated;With parents;-432;1;0;0;0;1;0
Y;Y;1;Working;Secondary / secondary special;Married;House / apartment;-2102;1;1;1;0;3;0
N;N;1;Working;Secondary / secondary special;Single / not married;House / apartment;-6583;1;0;1;0;2;0
Y;Y;0;Commercial associate;Higher education;Married;House / apartment;-156;1;0;0;0;2;0
Y;N;1;Working;Secondary / secondary special;Married;House / apartment;-2199;1;0;0;0;3;0
N;Y;1;Working;Higher education;Married;House / apartment;-5460;1;1;1;0;3;0
